T_max (°C),T_min (°C),ET_0 (mm/day)
38.90934413,18.01805445,7.295281879
32.77116203,25.22221177,4.435856456
33.97387245,19.65076815,5.824953784
29.75088262,28.80632306,1.578546331
32.46503583,15.87352827,5.897847784
29.54539255,18.31407157,4.824808835
26.46391848,25.73913621,1.289444054
37.06897187,20.92049187,6.487567406
38.36425597,20.94056293,6.833567205
37.38980692,11.06680326,7.439242115
34.26988088,17.97199325,6.117251722
32.5957156,15.41467465,5.978250192
42.26667299,29.98670246,6.519608291
35.3816357,16.16710141,6.589692191
34.58363755,27.6899307,4.432828479
25.51284132,23.5246747,2.058630472
31.82495655,16.81832818,5.62944986
32.60391238,20.87068757,5.263221844
32.97645562,26.8107176,4.085748331
36.60344738,27.66736596,5.149929038
35.67205093,13.2078775,6.906974592
37.15810186,16.79146282,6.971275748
40.29766523,16.7044636,7.758959944
41.25971477,10.84089592,8.343780878
39.36246152,21.9647552,6.973982277
44.11047392,27.09640106,7.59963006
25.36465165,17.63148776,3.770239343
28.91555971,24.8007189,3.125332575
25.1512575,22.55400827,2.315892342
37.94949428,17.51297471,7.10120399
42.96061098,12.82119599,8.653987231
29.86964593,24.18647706,3.686925268
43.5406909,27.09130338,7.432232718
26.20534781,23.71708985,2.32710978
43.68872054,10.35756968,8.927843652
32.03245374,14.32465789,5.949192162
27.02841657,11.3895997,5.049268763
34.71743518,21.40772199,5.772473031
30.13553135,25.12955358,3.506958244
30.69745804,12.21158374,5.822758445
31.1457993,26.76675641,3.375581711
41.06051796,21.11017957,7.533086359
35.78322553,23.79938024,5.683878508
31.22615398,29.42803697,2.226474483
37.20667567,11.67361976,7.363697194
39.32301348,28.02448046,5.969196946
30.45248001,12.52205392,5.739396363
33.27098203,17.85917613,5.873351642
27.43772187,27.02877393,0.993542337
28.62298699,28.12508473,1.124058666
38.62235708,20.12743347,6.999327436
28.62876695,21.88209277,3.85826358
35.50326767,24.16294669,5.534019445
39.18092523,26.65517337,6.192749867
27.13753846,12.43022339,4.972644553
36.34624439,26.20138616,5.392521807
30.13125567,19.62552301,4.77243793
44.2585375,19.0124685,8.569489184
34.67091293,18.47799504,6.160481734
41.119851,20.1842317,7.648461419
36.00453084,28.90101107,4.620786534
25.86825066,20.96407546,3.14897812
37.66302751,29.06355077,5.176229989
44.02806684,13.60580261,8.870713959
37.0322364,24.48271958,5.934562659
41.38377719,26.24479077,6.928470971
42.68412927,23.58257663,7.679902326
29.56159544,22.1384456,4.102963568
29.2408968,21.29625562,4.188097208
37.21961978,27.21860965,5.457289958
33.2205694,26.43293194,4.280843653
41.79722606,12.44577442,8.396303711
43.00046247,26.97175314,7.291015342
32.06842759,18.28137239,5.505157227
29.73741118,15.0739366,5.311594177
40.6105103,27.39537136,6.496947795
30.49612071,18.64049599,5.032947973
41.45228637,26.1672938,6.961195066
33.47476507,15.26807224,6.20801616
38.35099799,10.07858643,7.707308488
26.91070628,19.90918386,3.761987711
37.47718649,12.00456513,7.407341065
34.03535357,25.08751911,4.887681867
36.73216926,15.52150272,6.97952996
28.36028415,18.87291293,4.40115304
39.7374749,11.7406713,7.947901928
42.25594155,15.73318497,8.314264244
29.334796,25.62980487,3.00705356
26.91429111,13.03175824,4.855514022
25.47277172,22.94319122,2.305022458
37.83943001,28.34851706,5.409279844
37.14188072,23.5967352,6.116195229
35.93394825,26.22043379,5.25549382
29.63894192,12.17943259,5.580192297
32.81811992,15.01463652,6.072649053
36.8895267,27.89077704,5.194319866
34.93533718,24.30211227,5.334595139
44.7557104,22.79107653,8.338862019
27.72879505,23.27533472,3.152655346
38.90289108,18.28401109,7.267889409
33.08637536,10.89113263,6.467097131
33.5639923,25.68883084,4.591653359
39.35195531,23.57426472,6.750914975
38.84872303,19.45608928,7.133379774
44.82511987,27.99519231,7.672570299
27.56788579,16.7231933,4.538329326
27.08219299,15.88643488,4.534871875
39.48677634,27.4559265,6.135387724
36.56773834,25.9397531,5.517174775
30.48321333,20.29959621,4.755185415
26.58838738,12.61469479,4.823521123
26.71316499,14.30142943,4.656041723
42.88381749,23.12455981,7.791192371
28.83734649,17.70082476,4.728342347
31.46743124,26.72946383,3.521872231
29.53312804,28.99910019,1.186613801
32.09992612,26.11273851,3.959697457
26.38847685,17.55090846,4.0788499
35.38119582,25.77372858,5.173287724
26.35225127,17.02883347,4.16006165
41.00713016,13.34200176,8.161169933
29.67424164,10.6678641,5.711121643
35.80023829,17.71433426,6.537443354
42.60158175,28.07118607,6.987950364
38.01754738,14.77973176,7.350648366
35.65915573,14.1302633,6.83445679
31.48667506,29.3964157,2.40624805
31.66003826,10.50008226,6.170259149
38.3897391,25.71564301,6.123027352
44.88278722,16.42739911,8.917452091
38.2367838,10.74975914,7.649873279
36.15566835,28.3560508,4.822926822
39.6130102,12.7928466,7.861970072
34.30411225,21.03558567,5.714180515
26.20284685,15.48108415,4.365272897
36.24593632,11.30385604,7.163357151
44.15250569,10.99844971,9.013814961
28.50605885,12.31113398,5.304807734
38.80009782,11.42734028,7.745947051
29.01867377,25.21116231,3.023641631
35.71655369,19.71132405,6.281949948
26.93352899,16.85784183,4.34710107
34.00741873,18.3673782,6.00158981
40.12326658,28.57893471,6.113177066
31.95143048,28.21503625,3.193220512
38.29823449,24.3135296,6.335476209
40.90899922,27.69364755,6.534422506
43.54355639,16.39296055,8.587132925
29.69284164,17.62218652,4.96921483
32.98631832,22.27424364,5.129810401
28.04832027,22.47251895,3.50793064
44.84967004,19.63399676,8.669371069
43.54001936,18.01315697,8.467297557
35.79914261,29.72360623,4.299622022
41.84066589,26.42247252,7.035051562
35.41915955,18.69960396,6.32826626
37.47171376,24.54584954,6.054061897
26.78248864,15.39123387,4.528014077
40.10540841,12.00338652,8.020492321
27.55426967,17.04862051,4.484257724
41.52135261,18.059456,7.95279976
40.64056175,10.33074249,8.221569515
39.17489395,26.29584003,6.256860896
25.72320761,17.18386805,3.95740084
31.06256712,21.60836332,4.68186928
30.2622514,11.47926375,5.782080206
32.20272815,13.49993658,6.065227514
26.75285494,27.79387451,
43.73915646,22.17375056,8.131846697
36.07604481,29.005681,4.618071274
31.11048621,29.97500069,1.777219989
32.93963034,17.43720231,5.839429281
33.94405081,15.97606128,6.253268891
37.01188667,27.1671211,5.400462685
35.31358855,29.97222854,4.022028472
43.38783946,22.59282468,7.990606865
34.93926966,25.90281445,5.000975609
44.8431603,25.63491718,8.019708106
42.02849915,17.10679416,8.158114172
29.17021029,21.48540761,4.124704594
43.61190429,26.66113883,7.519157002
27.32732796,23.76227753,2.823507625
41.34899417,10.42327628,8.381516721
32.61246587,16.73411338,5.83898976
42.55948641,12.88951393,8.555055927
42.3611338,14.65944424,8.409103842
41.118508,28.10978955,6.522061495
40.80060873,10.73786578,8.241634562
31.09358278,14.39601424,5.715850472
26.61838566,16.19138704,4.367560728
33.05960358,22.33768144,5.139890405
28.4704903,20.6820338,4.080068363
38.89902178,14.36538966,7.592728883
31.92199453,13.28482134,6.017652624
44.51220402,14.73596069,8.927975372
37.81944155,20.05059253,6.796591202
41.44961127,15.42355571,8.137837382
27.65049345,28.95205003,
42.24028965,19.27730443,8.02788583
43.45514381,11.17592033,8.843144426
34.74123838,24.58532812,5.21838719
37.12505876,16.57690576,6.982911012
40.29619602,23.06977864,7.0855324
28.49677255,15.59188741,4.938132001
35.05132153,21.41487483,5.864620444
32.97326056,25.4430501,4.450367356
27.92747984,28.56017484,
32.35068845,15.22254289,5.937831186
26.36344619,16.69713902,4.218679847
25.51623814,19.28532841,3.462018146
27.70332578,28.54349675,
44.26230223,28.02773714,7.498782901
35.99059072,11.7975656,7.075197369
44.31644322,12.63859652,8.986012067
33.64995757,19.91018355,5.700981629
31.23632266,12.13238546,5.953955353
35.12283726,16.91161747,6.45109602
33.79023377,12.96770756,6.4827801
27.11329369,22.7208071,3.088698904
37.81652629,28.98990863,5.248237791
29.32076365,29.93467541,
37.3917591,17.50482265,6.961538313
38.00402185,21.98025274,6.600212027
28.04049706,27.12535307,1.497808516
26.22699254,12.34924146,4.766651778
40.61523172,23.79128822,7.075893942
34.19600848,18.17687323,6.073757546
26.16327591,14.12292321,4.54225493
44.89732634,18.05507237,8.80776643
26.15561122,11.51920574,4.835719017
38.90070458,23.90814297,6.572962678
44.67357851,15.05485337,8.949416682
29.78360208,16.2281129,5.183214728
27.84498737,12.42162596,5.139599933
27.42769879,27.29318228,0.571432664
31.06550295,19.86888559,4.994836159
27.02091622,21.44293756,3.424812654
38.84322683,21.38865366,6.90643178
26.24583596,18.20986229,3.914719073
35.18844256,13.85059831,6.744272401
44.93393708,24.90265497,8.14019546
41.27940539,12.54112531,8.269071154
37.30438876,12.07747581,7.362874693
31.12507242,24.20290075,4.126746509
37.47791673,14.17674041,7.265518932
35.54082928,16.13545503,6.632028124
33.52166768,19.50454934,5.723750326
27.61420753,18.98702633,4.164874274
42.7320843,24.1715825,7.617691096
33.99569298,22.46863587,5.391873732
28.89245024,22.88792325,3.693536514
32.35518702,24.28108661,4.521035543
33.28259505,15.85225455,6.102448148
41.55075791,16.44666624,8.089566555
39.67228761,18.75995496,7.417663579
40.38609787,16.14924346,7.824443801
25.22062529,29.69875738,
33.32307996,26.28103853,4.358069217
34.62688303,13.29309377,6.654469898
25.38384554,10.11188312,4.792697652
30.19626417,10.85566536,5.814965592
40.20579646,14.88126902,7.872363216
27.74219411,12.28582572,5.128915677
35.70620263,20.6667623,6.152691275
29.30403744,27.15990445,2.325436713
25.24241549,24.73500442,1.05154596
29.82402915,14.31218126,5.417219828
44.5174751,17.98598512,8.716743071
41.03074224,20.15788419,7.627889372
44.19153289,26.20411699,7.754638009
34.75708088,26.78243206,4.731957163
27.19472397,28.19436624,
35.95918978,20.18490501,6.285532232
34.08754669,23.88549493,5.155652142
41.88714165,12.23600742,8.427800814
26.96165162,21.3057792,3.440584596
34.76482274,14.97383619,6.548904164
28.00097329,18.6343377,4.341494456
31.49351854,22.68101017,4.597185249
39.74714155,15.13971876,7.742971922
34.52036259,11.04370116,6.783769002
32.5177657,10.20467713,6.381976027
32.88952557,10.44319071,6.450878563
34.18893537,10.16699475,6.759955292
40.70033088,12.20710113,8.149663545
42.84169378,14.78977429,8.517907395
44.10669373,14.42443028,8.846487164
40.73806773,29.73593188,6.06927122
31.30813791,16.1201221,5.581687992
38.76269412,12.54841567,7.675971421
33.75206248,20.91125088,5.579517035
30.09341244,27.15914911,2.743674153
41.81743159,23.56120754,7.442589937
25.76852698,15.92164178,4.183721744
43.03523984,21.2323232,8.043977535
34.22954929,24.29711948,5.117166412
37.74402954,24.56208985,6.131808692
38.18707844,23.33076911,6.457190731
42.90235481,27.4162085,7.190065718
37.73339364,27.40210917,5.585329746
37.2786717,21.57873119,6.456157301
26.33304081,18.59712738,3.863700962
35.36816044,22.83140591,5.729048399
28.00338002,26.36424003,1.986933601
39.74867537,10.1130421,8.025420958
35.24443842,29.83994018,4.037651983
38.60455558,13.65787545,7.570049061
25.83345801,19.40497971,3.535583531
26.69584032,27.4405947,
39.32646776,14.50080798,7.686161402
26.44168672,19.53590448,3.697995827
26.42513456,12.6516436,4.78075718
25.2421695,17.90152651,3.680204453
44.13002797,13.5427091,8.898453307
39.75016719,17.27255498,7.57498413
32.06502817,17.46928434,5.61056824
30.93071163,29.86341579,1.717837515
31.99406459,29.89626059,2.435752034
40.49307062,12.29572557,8.096371509
38.22741222,24.51937559,6.281117348
28.70391136,11.03490959,5.462782704
28.48218671,10.60384031,5.447435925
26.96791299,12.10667788,4.965802054
38.20605439,29.30971314,5.305421524
40.28745324,28.81727096,6.117028959
30.30092857,13.87855641,5.576969542
25.41889922,13.23344671,4.471158951
26.64343335,14.81070173,4.572224605
44.3572007,20.31093988,8.481561926
30.90889555,21.39409264,4.677272109
40.38446296,14.43186861,7.945594024
37.49327138,25.13245576,5.957141499
32.63879279,16.19106339,5.906607671
29.11374524,28.44262651,1.316440836
27.42772836,23.13445413,3.07964109
37.30025936,18.72702389,6.811734179
40.49267561,25.79824003,6.737534765
37.87808507,26.35829252,5.845211681
35.60604266,15.80963211,6.678513647
25.83902447,16.79429088,4.058623112
44.36977555,28.71910307,7.417212285
40.97428383,13.29482077,8.156021177
30.85644073,10.84300834,5.965217555
44.59940659,19.08110645,8.6512524
37.03763179,26.024198,5.648064371
36.64845316,25.43336213,5.642924282
39.96146359,28.39061258,6.099650029
41.23539576,20.66401329,7.628213195
38.12957215,12.00129343,7.559302208
27.56191493,21.77377949,3.524915283
31.76535012,25.56791229,3.99085889
43.56167281,11.86656241,8.840185065
29.49231224,13.45314802,5.426265698
32.44334048,10.24581322,6.362722707
33.64153766,21.87305159,5.391844018
33.78809979,27.73468784,4.122022457
37.25879165,23.41326632,6.17936821
43.86151675,29.64080175,7.097146917
29.81385424,11.26067305,5.697041715
27.43002753,28.0600217,
28.9494098,26.28136575,2.559284813
42.738498,16.28483041,8.395184904
37.91621625,29.47053104,5.16283073
30.71813578,15.75875496,5.47604243
41.31893878,27.78609448,6.644330106
42.22739993,27.61497154,6.952891659
41.93028677,25.15315233,7.255183439
43.37853067,21.26940948,8.13111863
30.0448204,12.40005499,5.655114927
40.10083857,20.63943469,7.331351735
34.21078995,17.13592511,6.1975625
41.83997106,25.84434066,7.125644301
39.56981354,25.16258413,6.569321644
40.52894893,28.21225015,6.316726639
38.12323675,10.29660325,7.645418862
28.54857539,26.18206434,2.397057511
35.90053838,28.76924106,4.618951804
44.69339479,25.78600898,7.95675366
43.74776133,12.6038892,8.851868069
25.86347472,11.6255821,4.757341343
28.29629631,10.4169048,5.420401241
27.63457547,22.57490452,3.329549735
39.5195982,22.59345304,6.934588659
41.3557066,29.73827428,6.273127207
29.27022733,17.96086348,4.805090462
35.11705386,16.6381257,6.477630165
41.81406056,22.48849854,7.575857185
39.6560309,26.51217345,6.364475678
35.84474411,28.73547899,4.607692085
36.80695381,26.06248332,5.567792779
35.16721094,18.53347961,6.282590566
30.95096903,22.69828471,4.422738982
36.30043986,27.12598653,5.174046219
38.77770604,19.81219377,7.075802841
42.46645832,14.33373287,8.454109588
37.72582708,13.39446879,7.37892383
40.22243074,10.00315489,8.138566219
28.2014327,24.3647599,2.978986722
34.23114949,12.22194418,6.640277671
25.1866324,14.87678199,4.190841314
29.93357729,15.95752663,5.255227646
39.5292343,21.2075972,7.113176682
44.83619903,17.95914555,8.799428729
26.98356199,23.49347984,2.773922081
33.02988632,11.11277319,6.439786804
41.00141937,12.47878389,8.206635124
29.08071269,19.98423007,4.404833182
36.10169899,16.73929576,6.713088123
39.66142592,15.91626726,7.66417191
37.31970901,11.34056158,7.40839954
28.76049469,27.91438349,1.464152459
32.10769137,23.83637172,4.541577044
40.67583569,12.43236314,8.132272202
36.08453028,11.30091915,7.126451648
25.10459227,29.49745067,
40.2198152,23.62345101,6.988290625
25.7062271,18.34912142,3.726984089
39.91467565,24.03462082,6.843106413
29.0496112,25.12663573,3.067314741
44.1614696,25.59924405,7.830379773
32.35881503,19.55754611,5.401381611
31.53863233,18.59765516,5.32031454
27.97776101,10.22056169,5.364420647
31.11208431,28.5311423,2.639443211
42.53301524,22.06615757,7.819497053
44.92668675,14.06307874,9.064765955
32.36619061,28.39206839,3.313589106
33.97221262,28.29863804,4.021340489
39.44141876,29.78368329,5.619427161
42.72391561,27.48113126,7.125701672
36.86088668,29.95568776,4.642452217
32.83051396,14.89372376,6.087413638
33.25243682,26.8449917,4.178609764
38.91236293,26.46056618,6.1462478
25.06436527,14.61880718,4.197134008
37.39178675,11.96875098,7.38958512
32.10986021,29.58841027,2.665136117
40.88394663,15.92049103,7.964055525
26.8598128,27.41783581,
36.76404534,10.08254309,7.346270709
34.6194578,10.42049614,6.842861283
37.84651052,19.31742617,6.88803348
26.29707189,14.77429368,4.489530219
36.59967575,23.79682567,5.925129338
36.22969176,21.31128651,6.205704541
36.21320189,11.54971595,7.141496646
37.06975333,13.25256593,7.23336412
38.52935874,17.7609854,7.223708602
41.09977999,13.71208128,8.161918995
30.3964144,25.84444694,3.380061652
41.5009882,18.32140471,7.924871274
34.96511365,11.86863734,6.83387491
26.54116558,19.68685805,3.695497854
26.17101858,11.81676362,4.809336244
31.68476637,12.57874611,6.021748643
40.69793954,14.79219664,7.997577851
39.15361869,27.1905541,6.082368516
40.77229929,28.49225065,6.338957504
35.34538113,26.52515459,4.99346859
33.80397996,16.68154435,6.144718603
27.94905053,15.44892882,4.817949051
31.56385507,20.98311382,4.946004752
33.68038732,24.43706321,4.915001513
26.77200859,29.86745576,
29.41223905,12.63141424,5.48657996
36.96450588,10.98583998,7.345912886
39.71326228,23.88711778,6.807536819
44.96695023,26.64451567,7.91629415
43.66226663,26.9269756,7.493526641
37.85130399,23.56927098,6.324816933
33.42496107,29.08031608,3.527431718
37.72354729,20.22009527,6.750955276
40.71303236,28.27629597,6.362527728
27.36672382,29.35624274,
33.19809779,26.94314914,4.130475527
41.79604571,16.19517127,8.168674554
32.67665904,13.92431302,6.140360322
36.43744542,20.9624013,6.310841608
36.75538722,19.06029501,6.6334005
28.68952506,27.55516684,1.687400883
32.24470883,12.00063342,6.197087946
31.69022577,15.15480123,5.783107149
25.52393417,25.03597889,1.038207979
25.48383528,11.8997329,4.640124835
41.63394087,16.41528828,8.112491333
30.4614162,17.74310788,5.155505304
35.36157532,22.45187593,5.789706949
30.97451147,13.16265291,5.805030495
43.8135849,27.21208981,7.494186426
30.18593518,18.95084471,4.899472705
33.59313625,28.34043424,3.855978508
42.45460501,19.35739827,8.075720971
41.83867134,15.50080518,8.227722101
28.72202836,12.83657657,5.30485175
41.0528662,10.07490189,8.32671513
34.16373773,20.6431497,5.73440559
34.65937744,12.14313394,6.744931069
27.66959945,17.83455527,4.387532629
26.61203028,21.78543522,3.183286395
39.55878614,15.51371794,7.669688324
34.92922305,13.50448585,6.709657983
33.73701405,25.49443245,4.696486758
39.59016457,28.93582345,5.862887133
40.31025798,12.00880836,8.068197252
28.17816335,13.11180649,5.148288963
37.20450299,29.20025315,4.978171331
27.70708165,10.75568444,5.260073075
40.02750172,29.55264673,5.87214659
38.13910313,10.09288966,7.658364046
44.13229242,27.47337311,7.547971453
26.37916033,16.14650362,4.310990073
26.14109442,28.77177716,
30.64374149,16.33890577,5.387897651
30.23411367,23.08612643,4.100922958
29.93957598,11.6006514,5.698452682
43.12509161,14.84659623,8.583446643
29.990924,25.47358693,3.338716224
30.43899452,20.57371707,4.692728046
40.18796525,28.55938124,6.138099532
33.99479685,18.57502817,5.97238791
40.53421114,27.39624732,6.473233416
26.30732315,18.97910875,3.777146772
34.75142387,29.58496557,3.918404067
25.672272,29.19668763,
26.25306407,16.58273411,4.207499433
43.12874907,27.71847341,7.208230023
27.78490742,26.95222748,1.421983191
35.64841365,14.21360795,6.825304582
33.22191205,22.48580802,5.160834757
31.94686653,11.45364631,6.169132718
42.99666691,26.73421441,7.327196491
25.43646794,13.49091767,4.443324855
38.27579372,11.41629403,7.625122127
44.26788868,18.00438191,8.652171518
36.20336367,21.53844277,6.166023326
43.73644924,27.09833917,7.489014942
26.04515759,29.48485051,
33.37586638,18.78985025,5.782056718
30.20315582,11.20893846,5.78973565
39.6164193,24.98231158,6.612024345
44.62594181,21.30346512,8.458011719
30.13060125,18.9578269,4.88307827
38.08349203,16.18537758,7.25440402
28.96195266,20.04797056,4.357589132
36.30660509,16.77359209,6.7608355
34.27864973,25.14023735,4.954894534
44.44010659,20.87787393,8.45017826
37.17054545,27.53695548,5.370523098
31.99012744,20.87087829,5.088370227
27.2819157,14.76524827,4.738698242
28.02493657,27.02183764,1.566077813
29.5063386,21.1443809,4.302350708
30.01933323,14.13682076,5.482932572
42.01232116,22.4701562,7.63191428
36.22445577,17.1543353,6.702739152
35.46781823,26.88811225,4.949439686
27.29537744,19.06599477,4.055850598
42.20279387,24.52882716,7.421060454
39.45628606,11.91072415,7.873529472
26.35336724,17.92048693,4.001121215
39.15670194,29.66482873,5.54951614
35.87076435,26.16920579,5.246111201
26.63450691,13.19881605,4.769604192
34.16601283,15.55528099,6.349335234
34.69392574,16.59631618,6.376328938
28.3154908,23.00731121,3.454582917
43.91396294,25.13989519,7.822103053
41.99950743,24.99053218,7.298495953
38.38044675,20.19748113,6.927405163
34.24591122,26.21641076,4.695549716
33.23531083,18.74156166,5.751338139
38.01946934,12.47761131,7.505917188
35.90863739,21.28883683,6.12062792
26.24546212,29.04602769,
35.25005298,25.85987303,5.112073718
41.12807234,21.57401295,7.498429197
34.18479755,22.93611321,5.364356761
26.03913155,28.61124054,
40.72556399,18.56685589,7.705358322
29.02727564,16.62788278,4.935603358
30.1724167,29.5448313,1.302557816
28.29412707,27.26886267,1.592302576
31.6043013,16.46087169,5.616243569
40.13503011,19.27561195,7.485355786
35.38771719,18.30156258,6.366644277
29.09762548,12.98191357,5.37923462
42.55660156,29.15638648,6.776372505
42.5916371,18.08624862,8.221412515
42.4115685,27.50658165,7.027196001
29.77592423,13.78712455,5.460338188
34.02478688,20.95741621,5.648408317
44.69979312,10.4792277,9.16047901
40.44024953,25.28440968,6.804469235
25.54334842,21.61827796,2.828406617
26.30409183,22.51179167,2.835728327
34.27862754,11.03441765,6.729224847
43.18440412,14.2207666,8.634212747
35.77403596,11.48661745,7.044142473
34.95625016,15.77828632,6.521911613
27.109474,22.54878015,3.14080515
38.13560209,21.32371969,6.723446952
41.44206321,22.24299643,7.504349635
32.60840015,20.98502543,5.245514149
40.51223702,15.46057591,7.906311452
44.28953308,14.89014995,8.864892231
29.07532918,12.74119367,5.397228907
35.46659262,26.9814175,4.926724627
30.74275916,22.32958717,4.436670576
40.85708838,13.73022025,8.102785727
36.55186732,13.5441876,7.090654759
37.69164835,27.46071203,5.559068424
40.95828319,24.85461728,7.020122321
32.91940945,23.1879816,4.934938237
43.30180137,18.13728215,8.397115064
35.66057734,15.23951129,6.742871091
28.15909646,29.58901526,
38.91798236,25.9447915,6.241912385
40.86522701,16.03558446,7.950965623
31.33523354,26.95129593,3.390974842
42.14358514,25.17863897,7.312645241
43.1228651,15.941611,8.513553712
30.53808975,18.53105708,5.06095096
44.67042945,13.71906891,9.020036673
27.81423056,12.22104889,5.152059674
29.04031337,24.45524066,3.290926977
28.68449678,15.35023715,5.016214352
42.8797942,26.40118731,7.344226953
38.08585105,29.91217423,5.109157696
28.04208566,11.53239628,5.269009657
33.80646837,19.4607025,5.806204434
37.3059605,26.04125119,5.728654817
26.6692817,25.77901793,1.433076659
42.64832737,25.19994317,7.454009495
41.07207071,16.97989871,7.929466918
35.10413547,19.07706511,6.200141196
44.34253231,21.89936715,8.322573569
33.35521959,29.47881167,3.343097992
44.68220638,16.55094542,8.859470513
38.35839998,28.46287775,5.557745402
37.69342547,15.38713836,7.224889162
28.31909791,29.78148931,
42.63855517,23.40527374,7.689477121
33.54979376,19.27022961,5.763644697
28.24466812,22.26780856,3.631547299
25.2521504,15.45062338,4.120750272
36.19511367,15.48347715,6.851789829
35.54799244,12.27109088,6.942519329
39.38707245,12.28100595,7.83750376
42.80516106,16.95343483,8.363608997
26.58813169,25.25710956,1.740275149
39.62992981,22.15942335,7.021878786
28.74823888,12.05169121,5.3851202
42.16354106,27.0447305,7.02980812
41.38127028,22.02735254,7.513573937
35.8158751,29.21711154,4.459238956
39.20485597,23.40370935,6.734149717
31.28700226,13.50349727,5.847934603
34.42335798,19.47566725,5.96890211
41.43273795,22.96995195,7.412238745
34.18530394,10.56529402,6.736250834
32.15596531,10.29820528,6.294888463
34.88424895,12.58806001,6.766447227
41.56498505,15.0332887,8.192084027
31.70416095,18.59098247,5.365518476
28.47523186,19.74880948,4.271454749
39.24028041,12.76055218,7.775961381
41.51956425,23.46783158,7.37211516
27.01274957,21.92276123,3.289930126
29.79748226,15.88928198,5.229310184
27.8394398,10.27319767,5.329303852
31.95882823,11.55295831,6.164641824
34.00701958,17.83389551,6.065976904
39.97652674,13.07948702,7.931394317
38.0229517,17.53639212,7.117456234
37.41857135,22.56365209,6.354792526
32.04749893,20.94474856,5.092137318
41.82895106,14.62351766,8.282326826
34.42574335,16.87644983,6.279855567
44.58209876,22.28062397,8.346834135
37.68284277,27.21710056,5.608412295
27.52529483,25.06426877,2.386516267
38.52355124,21.06800054,6.860476538
31.50208031,17.24585997,5.493710639
38.72654393,17.30102555,7.316121937
26.39282296,27.58834621,
28.49762874,10.78487152,5.436413987
42.11474518,29.75965289,6.516540786
29.54359114,23.28750822,3.815446531
41.7408225,23.62275398,7.413269263
30.58552177,10.75995675,5.909966116
37.8576382,22.1105855,6.541875186
38.88301147,19.6955612,7.116227721
35.25309506,12.11557814,6.884329036
31.10621353,15.55844022,5.595468737
29.25288753,27.80628912,1.92243439
25.66378709,20.99976832,3.064620625
31.07892802,18.2683315,5.244730158
38.06325581,11.45364312,7.573980256
43.76609637,24.28243055,7.892008959
42.42408965,24.05701647,7.546654104
40.32129553,22.28087214,7.195045367
40.76894687,20.20525292,7.554414033
38.29969807,18.67568804,7.074219158
30.20573715,21.86542186,4.367541917
43.14390061,14.66790903,8.598650816
38.41464624,28.82518128,5.493481005
36.20881262,21.77589058,6.132973662
27.21978938,16.22384889,4.521392525
33.94111088,18.99359702,5.904554567
34.20716542,26.11369578,4.707274667
42.29127219,13.23232121,8.47344282
35.9329644,15.85671245,6.754458715
32.60801098,23.59016045,4.755264144
44.53600657,16.30978413,8.838910924
27.21441187,25.85003364,1.786512225
33.45096857,12.60906974,6.430834313
25.8404935,25.25372341,1.145547793
39.79808242,11.3670343,7.980510804
43.36153104,10.25185225,8.855163674
30.60074659,27.96447038,2.637394319
42.16683354,21.62678434,7.770488788
30.84436461,17.03653794,5.351048638
43.21540323,14.65189274,8.616969762
40.07923807,22.33771567,7.1217339
41.09813554,20.18004367,7.643215421
25.36013111,29.83195551,
44.25620714,29.66431973,7.216728363
39.53341984,22.70049132,6.924020658
31.09502191,18.85741012,5.16261567
41.5878933,19.82281938,7.807084279
30.63042397,23.64958132,4.096435424
42.45507679,12.03149088,8.571450877
27.25160781,16.56704148,4.478061418
39.07371955,11.50544482,7.805418117
35.81396953,11.46721519,7.054489423
26.9306894,13.91678484,4.757250818
29.83787657,19.70506509,4.675227313
25.24808073,25.69548642,
34.37535931,19.70991782,5.924583498
31.02530522,16.70953221,5.439050531
36.96714969,11.64705981,7.309826975
30.94475615,21.00591046,4.761201158
30.99838223,15.42537173,5.583609394
39.86386397,22.29868356,7.06785965
25.96285672,29.54375478,
43.0578999,12.22628643,8.705135774
42.04527749,14.24250797,8.357779595
38.35609366,19.46189076,7.004608707
36.8644314,29.37227631,4.808358382
42.84604996,25.43619553,7.47701063
28.70660359,27.96458386,1.371080439
26.57938324,16.67429697,4.280950419
29.7902034,29.84076948,
40.89156557,12.05665632,8.202160033
25.69340533,11.05945812,4.774474356
36.6561367,27.11205254,5.295458946
44.90875032,28.5452974,7.609714527
42.11392188,11.81170715,8.501071447
35.42891378,12.26854853,6.915022095
26.27281819,10.66348316,4.943524689
41.62747029,12.09015125,8.373591802
36.97957016,14.18839634,7.145487529
27.29865994,29.40153238,
26.8771457,23.35720444,2.77790846
43.19253639,25.57106051,7.557171498
38.38400526,25.52278807,6.155776829
41.58573599,20.701475,7.716575506
42.57957801,25.94977955,7.324968834
36.43544704,21.91615065,6.175413669
35.34892704,16.29092195,6.569657424
33.60854821,21.22220218,5.490056807
31.33893176,20.67017172,4.936229112
33.69191922,26.46906108,4.439481242
40.47759311,29.63454435,6.004677112
37.03846862,18.22085131,6.798935127
42.8504658,25.26781357,7.502164729
33.86760029,11.99526008,6.571982235
37.14179157,25.53662739,5.775278144
37.62615106,17.42833824,7.027981128
36.83394325,10.78780326,7.326517821
39.05267546,17.26492357,7.401060965
29.74866937,22.21285502,4.146364796
35.24727555,12.38500335,6.86500062
27.08449606,28.48068985,
